status,reason,source,title,begin,end,lat,lng,link
"DROPPED","OUT_OF_WINDOW","mobilize","Bowls of Hope - Saturday Set-Up","2025-10-11","2025-10-11","34.1705609","-118.8375937","https://www.mobilize.us/manymansions/event/840780/"
"DROPPED","OUT_OF_WINDOW","mobilize","Socialize and Mobilize at Bucks Mill Brewery","2025-10-08","2025-10-08","46.8177571","-95.8461514","https://www.mobilize.us/dfl/event/840785/"
"DROPPED","OUT_OF_WINDOW","mobilize","Taylor Swift Repack (Ages 21+)","2025-10-13","2025-10-13","40.1379373","-88.2228511","https://www.mobilize.us/eifoodbank/event/840788/"
"DROPPED","OUT_OF_WINDOW","mobilize","Englewood Democratic Club Meeting with Richard Cannarelli","2025-10-22","2025-10-22","26.9516312","-82.35283","https://www.mobilize.us/charlottecountydec/event/840795/"
"DROPPED","OUT_OF_WINDOW","mobilize","DTLA No Kings Rally & March - 50501","2025-10-18","2025-10-18","34.0540981","-118.2434074","https://www.mobilize.us/nokings/event/840810/"
"DROPPED","OUT_OF_WINDOW","mobilize","Town Hall - Yes on Proposition 50","2025-10-05","2025-10-05","39.262205","-121.019972","https://www.mobilize.us/indivisiblenevadacounty/event/840812/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Glendale, Arizona","2025-10-18","2025-10-18","33.6389503","-112.1691012","https://www.mobilize.us/nokings/event/840819/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS in Hillsboro - Oregon","2025-10-18","2025-10-18","45.518362","-122.9739299","https://www.mobilize.us/nokings/event/840823/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS PORT JEFF","2025-10-18","2025-10-18","40.9254221","-73.0455949","https://www.mobilize.us/nokings/event/840829/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Santa Monica","2025-10-18","2025-10-18","34.022223","-118.5075248","https://www.mobilize.us/nokings/event/840831/"
"DROPPED","OUT_OF_WINDOW","mobilize","No Kings 2.0 March and Rally","2025-10-18","2025-10-18","30.108962","-97.3180732","https://www.mobilize.us/coda/event/840834/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS in St. Joseph, MO","2025-10-18","2025-10-18","39.7762022","-94.8028035","https://www.mobilize.us/nokings/event/840835/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Teton County","2025-10-18","2025-10-18","43.4797337","-110.7620236","https://www.mobilize.us/nokings/event/840836/"
"DROPPED","OUT_OF_WINDOW","mobilize","Protect Our People! 3.0","2025-10-04","2025-10-04","39.8474984","-75.7082346","https://www.mobilize.us/indivisible/event/840838/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Southbury!","2025-10-18","2025-10-18","41.478177","-73.2137322","https://www.mobilize.us/nokings/event/840839/"
"DROPPED","OUT_OF_WINDOW","mobilize","No Kings Mercer","2025-10-18","2025-10-18","41.2275061","-80.2387316","https://www.mobilize.us/nokings/event/840840/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lit Drop in Medina Area","2025-10-04","2025-10-04","41.143245","-81.8552196","https://www.mobilize.us/medinacountydemocrats/event/840844/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass for Prop 50 in Menifee!","2025-10-04","2025-10-04","33.6844498","-117.2134788","https://www.mobilize.us/cadems/event/840846/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Tupelo, MS","2025-10-18","2025-10-18","34.2576067","-88.7033859","https://www.mobilize.us/nokings/event/840849/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS LARGO FLORIDA","2025-10-18","2025-10-18","27.9153121","-82.7852784","https://www.mobilize.us/nokings/event/840850/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS DAY PROTEST","2025-10-18","2025-10-18","32.9132266","-96.452258","https://www.mobilize.us/rockwallcountydems/event/840853/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass for Prop 50 in Oakland with California Nurses Association","2025-10-11","2025-10-11","37.8107428","-122.2638841","https://www.mobilize.us/cadems/event/840854/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS 2.0!!! WE PROTEST!!!","2025-10-18","2025-10-18","","","https://www.mobilize.us/dekalbcountydemocraticpartyil/event/840856/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass for Prop 50 in Sacramento with California Nurses Association","2025-10-11","2025-10-11","38.5810886","-121.4948894","https://www.mobilize.us/cadems/event/840859/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass for Prop 50 in Riverside!","2025-10-11","2025-10-11","33.9824949","-117.374238","https://www.mobilize.us/cadems/event/840860/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Cleveland East Side","2025-10-18","2025-10-18","41.3873659","-81.4367208","https://www.mobilize.us/nokings/event/840861/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass for Prop 50 in San Diego with California Nurses Association","2025-11-02","2025-11-02","32.7740356","-117.1247748","https://www.mobilize.us/cadems/event/840862/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass for Prop 50 in San Jose with California Nurses Association","2025-11-02","2025-11-02","37.3397303","-121.9225596","https://www.mobilize.us/cadems/event/840864/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass for Prop 50 in Cathedral City!","2025-10-04","2025-10-04","33.7883496","-116.4825475","https://www.mobilize.us/cadems/event/840865/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS 2.0 PROTEST !!!  DEKALB IL","2025-10-18","2025-10-18","41.9460891","-88.7371788","https://www.mobilize.us/nokings/event/840866/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass for Prop. 50 in Malibu!","2025-10-04","2025-10-04","34.0157756","-118.8144014","https://www.mobilize.us/cadems/event/840873/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Kalamazoo","2025-10-18","2025-10-18","42.2876401","-85.6486412","https://www.mobilize.us/nokings/event/840877/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Upper Valley NH-VT","2025-10-18","2025-10-18","43.6495248","-72.3102891","https://www.mobilize.us/nokings/event/840878/"
"DROPPED","OUT_OF_WINDOW","mobilize","Knock Doors for Support Etown Schools!","2025-10-04","2025-10-04","40.1496238","-76.6107374","https://www.mobilize.us/lancastercountydems/event/840879/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS - MALIBU","2025-10-18","2025-10-18","34.0370908","-118.6886705","https://www.mobilize.us/nokings/event/840882/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Bakersfield, CA","2025-10-18","2025-10-18","35.3747079","-119.0088761","https://www.mobilize.us/nokings/event/840883/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS! Tioga County","2025-10-18","2025-10-18","41.7469054","-77.3021232","https://www.mobilize.us/nokings/event/840888/"
"DROPPED","OUT_OF_WINDOW","mobilize","Tuesday Visibility Bridge Brigade: I-147 @ Anderson","2025-10-07","2025-10-07","36.007151","-78.9296819","https://www.mobilize.us/engageddurhamitesfordemocracy/event/840890/"
"DROPPED","OUT_OF_WINDOW","mobilize","Virtual Issues Phone Bank Across CD8","2025-10-09","2025-10-09","","","https://www.mobilize.us/dfl/event/840893/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass for Prop 50 in Indio!","2025-10-04","2025-10-04","33.7228767","-116.2241861","https://www.mobilize.us/cadems/event/840894/"
"DROPPED","OUT_OF_WINDOW","mobilize","Democracy Now!","2025-10-08","2025-10-08","44.9368754","-93.1128784","https://www.mobilize.us/indivisible/event/840899/"
"DROPPED","OUT_OF_WINDOW","mobilize","Power in the Park - Join Indivisible Action Tampa Bay","2025-10-05","2025-10-05","28.0313192","-82.6693553","https://www.mobilize.us/indivisibleactiontampabay/event/840900/"
"DROPPED","OUT_OF_WINDOW","mobilize","Northeast Democrats Meeting","2025-10-21","2025-10-21","31.9026668","-106.4053231","https://www.mobilize.us/elpasocountydemocrats/event/840903/"
"DROPPED","OUT_OF_WINDOW","mobilize","Stand Up for Democracy with the Groveland Democratic Town Committee","2025-10-25","2025-10-25","42.7623512","-71.033588","https://www.mobilize.us/massdems/event/840907/"
"DROPPED","OUT_OF_WINDOW","mobilize","Block Walk for Michael McDonough — Houston ISD District 6","2025-10-04","2025-10-04","29.6477568","-95.5365995","https://www.mobilize.us/texasdemocrats/event/840912/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass for Prop 50 in Seaside!","2025-10-04","2025-10-04","36.6118124","-121.8294189","https://www.mobilize.us/cadems/event/840914/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Wausau","2025-10-18","2025-10-18","44.9445619","-89.6553309","https://www.mobilize.us/nokings/event/840917/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Hollywood, Florida","2025-10-18","2025-10-18","26.0115702","-80.1432073","https://www.mobilize.us/nokings/event/840921/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass for Prop 50 in Tustin!","2025-10-04","2025-10-04","33.7458511","-117.826166","https://www.mobilize.us/cadems/event/840923/"
"DROPPED","OUT_OF_WINDOW","mobilize","Block Walk for Natomi Blair — Leander City Council, Pl 3","2025-10-04","2025-10-04","30.538548","-97.8595945","https://www.mobilize.us/texasdemocrats/event/840925/"
"DROPPED","OUT_OF_WINDOW","mobilize","HARRISBURG PA - NO KINGS 2.0 - October 18th","2025-10-18","2025-10-18","40.2646467","-76.8838565","https://www.mobilize.us/nokings/event/840927/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Russellville","2025-10-18","2025-10-18","35.2784896","-93.1339767","https://www.mobilize.us/nokings/event/840929/"
"DROPPED","OUT_OF_WINDOW","mobilize","Make Calls for Natomi Blair — Leander City Council Place 3 Special Election","2025-10-09","2025-10-09","30.6264746","-97.6774687","https://www.mobilize.us/texasdemocrats/event/840938/"
"DROPPED","OUT_OF_WINDOW","mobilize","Meditation Gardens of Collingswood Big Tree Day 2025","2025-10-04","2025-10-04","39.9095704","-75.0795879","https://www.mobilize.us/cooperriverindivisible/event/840940/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS in Salisbury, MD","2025-10-18","2025-10-18","38.366027","-75.6009964","https://www.mobilize.us/nokings/event/840941/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS 2.0 Lubbock","2025-10-18","2025-10-18","33.5773952","-101.8709058","https://www.mobilize.us/nokings/event/840942/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS WARSAW INDIANA","2025-10-18","2025-10-18","41.2381","-85.8530469","https://www.mobilize.us/nokings/event/840943/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Vacaville","2025-10-18","2025-10-18","38.3512771","-121.9944569","https://www.mobilize.us/nokings/event/840944/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lake County Democratic Precinct 557 Meet & Greet","2025-10-04","2025-10-04","28.7689702","-81.9460944","https://www.mobilize.us/lakecountydec/event/840946/"
"DROPPED","OUT_OF_WINDOW","mobilize","NRA Protest with Special Guests, AG Candidate Jay Jones and Congressman James Walkinshaw","2025-10-14","2025-10-14","38.8628649","-77.3354027","https://www.mobilize.us/brady/event/840949/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS HASTINGS","2025-10-18","2025-10-18","44.7429686","-92.8515158","https://www.mobilize.us/nokings/event/840951/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS 2.O - MARIPOSA/YOSEMITE AREA","2025-10-18","2025-10-18","37.4837668","-119.9647468","https://www.mobilize.us/mariposayosemiteareaindivisible/event/840952/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Farmington Stands Strong","2025-10-18","2025-10-18","44.6699759","-70.1503495","https://www.mobilize.us/nokings/event/840953/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS! SAYS BRANDON VERMONT","2025-10-18","2025-10-18","43.7980624","-73.0863116","https://www.mobilize.us/nokings/event/840955/"
"DROPPED","OUT_OF_WINDOW","mobilize","No Kings North Kingstown","2025-10-18","2025-10-18","41.5672231","-71.4498388","https://www.mobilize.us/nokings/event/840956/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS HOPKINSVILLE","2025-10-18","2025-10-18","36.8672756","-87.4921224","https://www.mobilize.us/nokings/event/840958/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Columbia, MD","2025-10-18","2025-10-18","39.1938429","-76.8646092","https://www.mobilize.us/nokings/event/840959/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Marquette!","2025-10-18","2025-10-18","46.5475393","-87.4306248","https://www.mobilize.us/nokings/event/840965/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Sonoma Valley","2025-10-18","2025-10-18","38.2927734","-122.4577368","https://www.mobilize.us/nokings/event/840966/"
"DROPPED","OUT_OF_WINDOW","mobilize","Repurpose San Pablo's $47M Regional Police Hub As A Community Space | Sign/Share Change.org Petition","2025-10-03","2025-10-03","37.9621457","-122.3455263","https://www.mobilize.us/stopcopcitybayareatoursteachins/event/840967/"
"DROPPED","OUT_OF_WINDOW","mobilize","Weekly Canvassing in Town of Poughkeepsie","2025-10-05","2025-10-05","41.692651","-73.9006","https://www.mobilize.us/dutchesscountydemocrats/event/840968/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Freeport","2025-10-18","2025-10-18","43.8586127","-70.1015709","https://www.mobilize.us/nokings/event/840970/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS West CoCo County","2025-10-18","2025-10-18","37.9662572","-122.3094123","https://www.mobilize.us/nokings/event/840973/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Uwharrie","2025-10-18","2025-10-18","35.3428585","-80.1766283","https://www.mobilize.us/indivisibleure/event/840974/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Langhorne, PA","2025-10-18","2025-10-18","40.2162325","-74.9308527","https://www.mobilize.us/nokings/event/840975/"
"DROPPED","OUT_OF_WINDOW","mobilize","Unite in Light Atlanta","2025-10-04","2025-10-04","33.7544657","-84.3898151","https://www.mobilize.us/indivisibleatl/event/840977/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Oscoda Michigan","2025-10-18","2025-10-18","44.422328","-83.3307694","https://www.mobilize.us/nokings/event/840980/"
"DROPPED","OUT_OF_WINDOW","mobilize","CARE Medic Training - Louisville","2025-10-13","2025-10-13","38.2444806","-85.751753","https://www.mobilize.us/therevolutionky/event/840994/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Santa Rosa","2025-10-18","2025-10-18","38.4400134","-122.6959","https://www.mobilize.us/nokings/event/840998/"
"DROPPED","OUT_OF_WINDOW","mobilize","Learn to Register your Phone Contacts as Democrats using SwipeBlue!","2025-10-01","2025-10-01","","","https://www.mobilize.us/ft6/event/841000/"
"DROPPED","OUT_OF_WINDOW","mobilize","2025 Field Team 6 Strategy Briefing","2025-10-09","2025-10-09","","","https://www.mobilize.us/ft6/event/841006/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Davenport Florida","2025-10-18","2025-10-18","28.2248955","-81.6448863","https://www.mobilize.us/nokings/event/841008/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Watertown, WI","2025-10-18","2025-10-18","43.1827911","-88.7300832","https://www.mobilize.us/nokings/event/841009/"
"DROPPED","OUT_OF_WINDOW","mobilize","Sappington (St. Louis) MO #NoKings #NoBillionaires","2025-10-18","2025-10-18","38.5252308","-90.3615809","https://www.mobilize.us/mayday/event/841010/"
"DROPPED","OUT_OF_WINDOW","mobilize","LD4 Dems Open House","2025-10-18","2025-10-18","33.5749685","-112.0194505","https://www.mobilize.us/ld4democrats/event/841012/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS High Springs","2025-10-18","2025-10-18","29.8268319","-82.5968583","https://www.mobilize.us/nokings/event/841017/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS 2.0 Lincoln, Nebraska! 10.18.25 @ 10:18 AM!","2025-10-18","2025-10-18","40.8083432","-96.6997323","https://www.mobilize.us/nokings/event/841023/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass for Prop 50 in Santa Rosa (Northwest)","2025-10-11","2025-10-11","38.4404925","-122.7141049","https://www.mobilize.us/cadems/event/841025/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass for Prop 50 in Santa Rosa (Northeast)","2025-10-18","2025-10-18","38.4404925","-122.7141049","https://www.mobilize.us/cadems/event/841026/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass for Prop 50 in Petaluma","2025-10-04","2025-10-04","38.2325829","-122.636465","https://www.mobilize.us/cadems/event/841027/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Stamford","2025-10-18","2025-10-18","41.0607844","-73.535955","https://www.mobilize.us/nokings/event/841029/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass for Prop 50 in Santa Rosa (Oakmont)","2025-10-04","2025-10-04","38.4404925","-122.7141049","https://www.mobilize.us/cadems/event/841031/"
"DROPPED","OUT_OF_WINDOW","mobilize","We Say NO DICTATORS (Waimea)","2025-10-18","2025-10-18","20.0212928","-155.6677066","https://www.mobilize.us/protecthawaii2025/event/841032/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Porterville, CA","2025-10-18","2025-10-18","36.0802992","-119.052876","https://www.mobilize.us/nokings/event/841038/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Newport Beach, CA","2025-10-18","2025-10-18","33.61292","-117.8906677","https://www.mobilize.us/nokings/event/841039/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS TACOMA - RALLY & PROTEST 🐙","2025-10-18","2025-10-18","47.2044096","-122.4266898","https://www.mobilize.us/nokings/event/841040/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS: ARLINGTON HEIGHTS, ILLINOIS","2025-10-18","2025-10-18","42.0841027","-87.9768254","https://www.mobilize.us/indivisibleelkgrovetownship/event/841044/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Warsaw","2025-10-18","2025-10-18","41.2388909","-85.8154146","https://www.mobilize.us/nokings/event/841045/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS- St. Louis","2025-10-18","2025-10-18","38.6260402","-90.1908864","https://www.mobilize.us/nokings/event/841046/"
"DROPPED","OUT_OF_WINDOW","mobilize","FairVote WA Seattle Recruitment Squad","2025-09-30","2025-09-30","","","https://www.mobilize.us/fairvotewa/event/841052/"
"DROPPED","OUT_OF_WINDOW","mobilize","FairVote WA Seattle Chapter Meeting","2025-10-07","2025-10-07","","","https://www.mobilize.us/fairvotewa/event/841053/"
"DROPPED","OUT_OF_WINDOW","mobilize","No Kings in America 2.0 ~ Tehachapi","2025-10-18","2025-10-18","35.1316985","-118.4644065","https://www.mobilize.us/cadems/event/841055/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO DICTATORS Malmö","2025-10-18","2025-10-18","55.604981","13.003822","https://www.mobilize.us/nokings/event/841056/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS: Indivisible NKY","2025-10-18","2025-10-18","38.9924816","-84.6521357","https://www.mobilize.us/nokings/event/841059/"
"DROPPED","OUT_OF_WINDOW","mobilize","Manatee Democratic Club October Luncheon","2025-10-03","2025-10-03","27.4536111","-82.5105556","https://www.mobilize.us/manateecountydec/event/841060/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Guntersville, AL","2025-10-18","2025-10-18","34.3586569","-86.293447","https://www.mobilize.us/nokings/event/841061/"
"DROPPED","OUT_OF_WINDOW","mobilize","Indivisible ATL New Member Orientation (In Person)","2025-10-01","2025-10-01","33.7544657","-84.3898151","https://www.mobilize.us/indivisibleatl/event/841063/"
"DROPPED","OUT_OF_WINDOW","mobilize","Indivisible ATL New Member Orientation (Virtual)","2025-10-19","2025-10-19","","","https://www.mobilize.us/indivisibleatl/event/841065/"
"DROPPED","OUT_OF_WINDOW","mobilize","Voter Support Fair","2025-10-07","2025-10-07","40.0842089","-75.3608054","https://www.mobilize.us/indivisiblemontco/event/841066/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Chelmsford MA","2025-10-18","2025-10-18","42.5973213","-71.3523395","https://www.mobilize.us/nokings/event/841067/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Rally-Brenham TX","2025-10-18","2025-10-18","30.1412243","-96.3954757","https://www.mobilize.us/nokings/event/841069/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS NEW River Valley","2025-10-18","2025-10-18","37.1298517","-80.4089389","https://www.mobilize.us/nokings/event/841070/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Wells ME","2025-10-18","2025-10-18","43.3198326","-70.5829193","https://www.mobilize.us/nokings/event/841071/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS WAVERLY","2025-10-18","2025-10-18","42.7269913","-92.4720015","https://www.mobilize.us/nokings/event/841073/"
"DROPPED","OUT_OF_WINDOW","mobilize","Mayberry No Kings","2025-10-18","2025-10-18","36.4999641","-80.6053793","https://www.mobilize.us/mayberryresists/event/841074/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Redmond OR","2025-10-18","2025-10-18","44.2702516","-121.1735996","https://www.mobilize.us/nokings/event/841096/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Navasota, Texas","2025-10-18","2025-10-18","30.3885243","-96.0878162","https://www.mobilize.us/nokings/event/841097/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Johnson County, KS","2025-10-18","2025-10-18","38.9225006","-94.7317949","https://www.mobilize.us/nokings/event/841099/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO TYRANTS Vancouver BC Canada","2025-10-18","2025-10-18","49.2886785","-123.1152154","https://www.mobilize.us/nokings/event/841100/"
"DROPPED","OUT_OF_WINDOW","mobilize","Bay City Resistance Open Forum","2025-10-13","2025-10-13","43.6183693","-83.7973217","https://www.mobilize.us/indivisible/event/841101/"
"DROPPED","OUT_OF_WINDOW","mobilize","Saturday Canvass with Delegate Malcolm P. Ruff","2025-10-04","2025-10-04","39.2908816","-76.610759","https://www.mobilize.us/malcolmpruffforstatesenatedistrict41/event/841102/"
"KEPT","GEO","mobilize","Pride At Work Pennsylvania presents: Work It: Queer and Labor Trivia Night","2025-11-13","2025-11-13","40.4650862","-79.9422204","https://www.mobilize.us/prideatwork/event/841103/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Greenville NC","2025-10-18","2025-10-18","35.6060229","-77.3743268","https://www.mobilize.us/nokings/event/841104/"
"KEPT","GEO","mobilize","Holiday ""Jingle Mingle""","2025-12-08","2025-12-08","35.6864866","-82.0108016","https://www.mobilize.us/mcdowellcountydemocrats/event/841106/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Monroe, NC","2025-10-18","2025-10-18","34.9827782","-80.5499555","https://www.mobilize.us/nokings/event/841110/"
"DROPPED","OUT_OF_WINDOW","mobilize","Tennessee SCAN Volunteers Monthly Call","2025-10-07","2025-10-07","","","https://www.mobilize.us/savethechildrenactionnetwork/event/841111/"
"DROPPED","OUT_OF_WINDOW","mobilize","November Tennessee SCAN Volunteers Monthly Call","2025-11-04","2025-11-04","","","https://www.mobilize.us/savethechildrenactionnetwork/event/841112/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS WOLFEBORO AREA","2025-10-18","2025-10-18","43.5839951","-71.2077446","https://www.mobilize.us/nokings/event/841114/"
"DROPPED","OUT_OF_WINDOW","mobilize","Fight Forward Phonebank","2025-10-16","2025-10-16","","","https://www.mobilize.us/peoplesactioninstitute/event/841116/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Colma CA","2025-10-18","2025-10-18","37.6707437","-122.4629466","https://www.mobilize.us/nokings/event/841118/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Traverse Indivisible","2025-10-18","2025-10-18","44.7640319","-85.5901008","https://www.mobilize.us/nokings/event/841121/"
"DROPPED","OUT_OF_WINDOW","mobilize","Advocate Training","2025-10-02","2025-10-02","","","https://www.mobilize.us/acluin/event/841123/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lowcountry Indivisible No Kings Day","2025-10-18","2025-10-18","32.2371465","-80.8603868","https://www.mobilize.us/nokings/event/841125/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Havre, Montana","2025-10-18","2025-10-18","48.5542185","-109.6848035","https://www.mobilize.us/nokings/event/841126/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Alexandria, LA","2025-10-18","2025-10-18","31.3129128","-92.4454178","https://www.mobilize.us/nokings/event/841128/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Sunbury","2025-10-18","2025-10-18","40.2430036","-82.8597765","https://www.mobilize.us/nokings/event/841136/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Black Rock Bridgeport Ct 06605","2025-10-18","2025-10-18","41.1686888","-73.2151692","https://www.mobilize.us/nokings/event/841139/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS 2  Bath Maine","2025-10-18","2025-10-18","43.9117348","-69.8082789","https://www.mobilize.us/nokings/event/841141/"
"DROPPED","OUT_OF_WINDOW","mobilize","HONK & WAVE PROTEST!  Gresham, OR","2025-10-10","2025-10-10","45.5098246","-122.4346409","https://www.mobilize.us/indivisible/event/841142/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Milford Pa","2025-10-18","2025-10-18","41.3246581","-74.8011326","https://www.mobilize.us/nokings/event/841144/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lake Sumter State College Leesburg","2025-10-18","2025-10-18","28.8271938","-81.7965862","https://www.mobilize.us/nokings/event/841150/"
"DROPPED","OUT_OF_WINDOW","mobilize","McDonough County Democrats Rally in Macomb","2025-10-04","2025-10-04","40.4603554","-90.6709303","https://www.mobilize.us/ildcca/event/841151/"
"DROPPED","OUT_OF_WINDOW","mobilize","NE Oakland Indivisible Monthly Meeting","2025-10-06","2025-10-06","42.7711712","-83.2817081","https://www.mobilize.us/indivisible/event/841152/"
"DROPPED","OUT_OF_WINDOW","mobilize","Hayden Park Model Meet & Greet","2025-10-15","2025-10-15","36.0839915","-79.8349767","https://www.mobilize.us/teamadam/event/841157/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Wilkes Barre","2025-10-18","2025-10-18","41.2454077","-75.8817183","https://www.mobilize.us/nokings/event/841164/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Worcester, MA","2025-10-18","2025-10-18","42.2745756","-71.8036516","https://www.mobilize.us/nokings/event/841165/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS El Cajon!","2025-10-18","2025-10-18","32.8078953","-116.9657331","https://www.mobilize.us/nokings/event/841166/"
"DROPPED","OUT_OF_WINDOW","mobilize","30 DAYS TO VICTORY - OCEAN COUNTY: Knock Doors to Elect NJ Democrats in Brick!","2025-10-04","2025-10-04","40.0762495","-74.1359039","https://www.mobilize.us/njvictory2025/event/841167/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS New Smyrna Beach, FL","2025-10-18","2025-10-18","29.0258132","-80.9271271","https://www.mobilize.us/nokings/event/841171/"
"DROPPED","OUT_OF_WINDOW","mobilize","Philadelphia October Volunteer Meeting","2025-10-22","2025-10-22","40.0390934","-75.064035","https://www.mobilize.us/ceasefirepa/event/841172/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS MANISTEE, MI","2025-10-18","2025-10-18","44.2459333","-86.3189176","https://www.mobilize.us/nokings/event/841173/"
